Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Luna,Chrome 119.0.0.0,,,2023-11-27 18:59:54,2023-11-27 19:08:01,8m - 7.470s,PASSED
,,,,,,,
Test Cases/LunaCreateAccount,Chrome 119.0.0.0,,,2023-11-27 18:59:54,2023-11-27 19:00:22,27.703s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-27 18:59:54,2023-11-27 18:59:57,2.753s,PASSED
"navigateToUrl(""https://magento.softwaretestingboard.com/"")",Chrome 119.0.0.0,,,2023-11-27 18:59:57,2023-11-27 19:00:02,5.204s,PASSED
maximizeWindow(),Chrome 119.0.0.0,,,2023-11-27 19:00:02,2023-11-27 19:00:03,0.191s,PASSED
"click(findTestObject(""Object Repository/LunaCreateAccount/Page_Home Page/a_Create an Account""))",Chrome 119.0.0.0,,,2023-11-27 19:00:03,2023-11-27 19:00:06,3.430s,PASSED
"setText(findTestObject(""Object Repository/LunaCreateAccount/Page_Create New Customer Account/input_First Name_firstname""), ""Test"")",Chrome 119.0.0.0,,,2023-11-27 19:00:06,2023-11-27 19:00:07,1.289s,PASSED
"setText(findTestObject(""Object Repository/LunaCreateAccount/Page_Create New Customer Account/input_Last Name_lastname""), ""User"")",Chrome 119.0.0.0,,,2023-11-27 19:00:07,2023-11-27 19:00:08,1.026s,PASSED
"setText(findTestObject(""Object Repository/LunaCreateAccount/Page_Create New Customer Account/input_Email_email""), ""test@gmail.com"")",Chrome 119.0.0.0,,,2023-11-27 19:00:08,2023-11-27 19:00:09,1.031s,PASSED
"setEncryptedText(findTestObject(""Object Repository/LunaCreateAccount/Page_Create New Customer Account/input_Password_password""), ""cvW8qx4B2o3F4VwP/kNsqA=="")",Chrome 119.0.0.0,,,2023-11-27 19:00:09,2023-11-27 19:00:10,0.816s,PASSED
"setEncryptedText(findTestObject(""Object Repository/LunaCreateAccount/Page_Create New Customer Account/input_Confirm Password_password_confirmation""), ""cvW8qx4B2o3F4VwP/kNsqA=="")",Chrome 119.0.0.0,,,2023-11-27 19:00:10,2023-11-27 19:00:11,0.645s,PASSED
"click(findTestObject(""Object Repository/LunaCreateAccount/Page_Create New Customer Account/span_Create an Account""))",Chrome 119.0.0.0,,,2023-11-27 19:00:11,2023-11-27 19:00:18,7.083s,PASSED
"click(findTestObject(""Object Repository/LunaCreateAccount/Page_Create New Customer Account/img""))",Chrome 119.0.0.0,,,2023-11-27 19:00:18,2023-11-27 19:00:21,2.805s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-27 19:00:21,2023-11-27 19:00:22,0.964s,PASSED
,,,,,,,
Test Cases/LunaSignIn,Chrome 119.0.0.0,,,2023-11-27 19:00:22,2023-11-27 19:00:46,23.818s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-27 19:00:23,2023-11-27 19:00:24,1.353s,PASSED
"navigateToUrl(""https://magento.softwaretestingboard.com/"")",Chrome 119.0.0.0,,,2023-11-27 19:00:24,2023-11-27 19:00:28,4.140s,PASSED
maximizeWindow(),Chrome 119.0.0.0,,,2023-11-27 19:00:28,2023-11-27 19:00:28,0.156s,PASSED
