Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
PetStore,Chrome 119.0.0.0,,,2023-11-27 18:52:33,2023-11-27 18:55:48,3m - 15.090s,PASSED
,,,,,,,
Test Cases/PetstoreSignin,Chrome 119.0.0.0,,,2023-11-27 18:52:33,2023-11-27 18:54:38,2m - 4.395s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-27 18:52:34,2023-11-27 18:52:36,2.551s,PASSED
"navigateToUrl(""https://petstore.octoperf.com/actions/Catalog.action"")",Chrome 119.0.0.0,,,2023-11-27 18:52:36,2023-11-27 18:52:39,2.421s,PASSED
maximizeWindow(),Chrome 119.0.0.0,,,2023-11-27 18:52:39,2023-11-27 18:52:39,0.182s,PASSED
"click(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/a_Sign In""))",Chrome 119.0.0.0,,,2023-11-27 18:52:39,2023-11-27 18:52:40,0.869s,PASSED
"click(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/a_Register Now""))",Chrome 119.0.0.0,,,2023-11-27 18:52:40,2023-11-27 18:52:41,0.951s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_User ID_username""), ""12345"")",Chrome 119.0.0.0,,,2023-11-27 18:52:41,2023-11-27 18:53:44,1m - 3.152s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_New password_password""), ""Test@123"")",Chrome 119.0.0.0,,,2023-11-27 18:53:44,2023-11-27 18:53:45,0.932s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Repeat password_repeatedPassword""), ""Test@123"")",Chrome 119.0.0.0,,,2023-11-27 18:53:45,2023-11-27 18:53:46,0.889s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_First name_account.firstName""), ""Test"")",Chrome 119.0.0.0,,,2023-11-27 18:53:46,2023-11-27 18:53:46,0.863s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Last name_account.lastName""), ""User"")",Chrome 119.0.0.0,,,2023-11-27 18:53:46,2023-11-27 18:53:47,0.934s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Email_account.email""), ""test@gmail.com"")",Chrome 119.0.0.0,,,2023-11-27 18:53:47,2023-11-27 18:53:48,0.940s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Phone_account.phone""), ""8786768987"")",Chrome 119.0.0.0,,,2023-11-27 18:53:48,2023-11-27 18:53:49,0.935s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Address 1_account.address1""), ""test"")",Chrome 119.0.0.0,,,2023-11-27 18:53:49,2023-11-27 18:53:50,0.894s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Address 2_account.address2""), ""test2"")",Chrome 119.0.0.0,,,2023-11-27 18:53:50,2023-11-27 18:53:51,0.936s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_City_account.city""), ""Hyderabad"")",Chrome 119.0.0.0,,,2023-11-27 18:53:51,2023-11-27 18:53:52,0.980s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_State_account.state""), ""Telangana"")",Chrome 119.0.0.0,,,2023-11-27 18:53:52,2023-11-27 18:53:53,0.965s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Zip_account.zip""), ""500001"")",Chrome 119.0.0.0,,,2023-11-27 18:53:53,2023-11-27 18:53:54,0.933s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Country_account.country""), ""India"")",Chrome 119.0.0.0,,,2023-11-27 18:53:54,2023-11-27 18:53:55,0.983s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Email_account.email""), ""test"")",Chrome 119.0.0.0,,,2023-11-27 18:53:55,2023-11-27 18:53:56,0.890s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Address 2_account.address2""), ""test2"")",Chrome 119.0.0.0,,,2023-11-27 18:53:56,2023-11-27 18:53:57,0.915s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/select_englishjapanese""), ""japanese"", true)",Chrome 119.0.0.0,,,2023-11-27 18:53:57,2023-11-27 18:53:58,1.484s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/select_englishjapanese""), ""english"", true)",Chrome 119.0.0.0,,,2023-11-27 18:53:58,2023-11-27 18:53:59,1.264s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/select_FISHDOGSREPTILESCATSBIRDS""), ""DOGS"", true)",Chrome 119.0.0.0,,,2023-11-27 18:53:59,2023-11-27 18:54:01,1.374s,PASSED
"click(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Enable MyList_account.listOption""))",Chrome 119.0.0.0,,,2023-11-27 18:54:01,2023-11-27 18:54:01,0.576s,PASSED
"clearText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Repeat password_repeatedPassword""))",Chrome 119.0.0.0,,,2023-11-27 18:54:01,2023-11-27 18:54:02,0.559s,PASSED
"clearText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_User ID_username""))",Chrome 119.0.0.0,,,2023-11-27 18:54:02,2023-11-27 18:54:34,31.764s,PASSED
"click(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Email_account.email""))",Chrome 119.0.0.0,,,2023-11-27 18:54:34,2023-11-27 18:54:34,0.564s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Email_account.email""), ""test@gmail.com"")",Chrome 119.0.0.0,,,2023-11-27 18:54:34,2023-11-27 18:54:35,0.906s,PASSED
"click(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/img""))",Chrome 119.0.0.0,,,2023-11-27 18:54:35,2023-11-27 18:54:37,1.371s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-27 18:54:37,2023-11-27 18:54:38,1.007s,PASSED
,,,,,,,
Test Cases/PetstoreFish,Chrome 119.0.0.0,,,2023-11-27 18:54:38,2023-11-27 18:54:48,10.810s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-27 18:54:38,2023-11-27 18:54:40,1.307s,PASSED
"navigateToUrl(""https://petstore.octoperf.com/actions/Catalog.action"")",Chrome 119.0.0.0,,,2023-11-27 18:54:40,2023-11-27 18:54:42,2.538s,PASSED
maximizeWindow(),Chrome 119.0.0.0,,,2023-11-27 18:54:42,2023-11-27 18:54:42,0.150s,PASSED
"click(findTestObject(""Object Repository/petStoreFish/Page_JPetStore Demo/img""))",Chrome 119.0.0.0,,,2023-11-27 18:54:42,2023-11-27 18:54:43,0.758s,PASSED
